CRN,Subject CodeCourse Number,Monday Ind1Tuesday Ind1Wednesday Ind1Thursday Ind1Friday Ind1,Begin Time 1,End Time1,Term Code,Bldg Code1,Room Code1,Section Max Enrollment
10533,ENGL231,TR,0800,0920,201710,LIB,272,25
11148,ENGR115,MW,1000,1050,201710,BEN,119,40
11121,ENVR455,T,1400,1650,201710,ADM,120,20
11548,FLEN031,MTWRF,1300,1350,201710,ADM,319,20
10240,HIST353,MW,1500,1620,201710,LIB,,18
10254,HIST436,TR,1330,1450,201710,ADM,329,18
10995,HON418,M,1800,2050,201710,LIB,272,15
10257,JMC223,M,1500,1700,201710,DMC,307,15
10258,JMC233,TR,1200,1320,201710,DMC,302,15
10765,KINE232,MWF,0900,0950,201710,GIB,136,16
10325,MATH109,MWF,0800,0850,201710,ADM,330,54
10327,MATH120,MWF,1200,1250,201710,MBB,301,70
10328,MATH123,MWF,0800,0850,201710,MBB,117,40
10822,PEAC239,R,1830,2120,201710,MRW,260B,100
10347,MATH497,MW,1400,1450,201710,OSC,239,15
11020,MGMT330,TR,0800,0920,201710,MBB,301,10
10060,MPIN211,,0000,0001,201710,WPA,130,5
10070,MPIN211,,0000,0001,201710,WPA,150,5
10072,MPIN211,,0000,0001,201710,WPA,223,5
10157,MPVM221,W,1500,1550,201710,WPA,133,5
10160,MPVM431,W,1500,1550,201710,WPA,133,5
10134,MPVN211,,0000,0001,201710,WPA,225,1
10786,NUTR120,,0000,0001,201710,,,27
10801,PEAC203,MW,1200,1320,201710,MRW,240,20
11324,PSJS499,,0000,0001,201710,,,1
10979,PSYC699,,0000,0001,201710,,,10
11585,SOCI400,,0000,0001,201710,,,0
11072,SOCW799,,0000,0001,201710,,,12
11346,SPAN345,,,,201710,,,0
10626,THEA137,,0900,1600,201710,WPA,137,10
10225,THEA454,TR,1330,1450,201710,WPA,193,14
11376,UNIV111,MWF,0800,0850,201710,ADM,302,25
10371,POLS490,TR,0930,1050,201710,ADM,219,45
11175,PHYS203,TR,0800,0920,201710,OSC,350,46
11184,PHYS220,MWF,1300,1350,201710,OSC,327,20
11176,PHYS222,MWF,0900,0950,201710,OSC,350,30
11017,SOCW441,TR,1200,1320,201710,ADM,101,35
10224,THEA440,TR,0000,0001,201710,MRW,241,14
10930,COMP485,MWF,0900,0950,201710,DMC,117,30
10873,ACCT310,TR,0930,1050,201710,MBB,118,58
10896,PSYC351,MWF,1000,1050,201710,ADM,327,18
10956,PSYC368,MWF,1400,1450,201710,MCK,,20
11454,NURS340,F,1300,1450,201710,,,27
11451,NURS351,F,0800,0850,201710,,,55
11426,THEA224,TR,1330,1450,201710,MRW,241,14
11127,PSYC692,T,1300,1420,201710,,,6
10978,PSYC695,,0000,0001,201710,,,10
11192,ENGR211,R,1330,1620,201710,BEN,212,20
11196,ENGR333,MWF,0800,0850,201710,BEN,119,30
11194,ENGR343,W,1400,1650,201710,BEN,212,20
11167,ENGR430,TR,0930,1050,201710,BEN,119,25
11168,ENGR431,F,0000,0001,201710,BEN,114,25
11118,ENVR345,W,1400,1650,201710,DAN,100,18
10681,COMM211,MWF,0800,0850,201710,SHB,208,20
10691,COMM222,TR,0800,0920,201710,SHB,217,20
10272,JMC488,TR,0800,0920,201710,DMC,320,30
10248,JMC201,MWF,1000,1050,201710,DMC,302,15
10282,JMC342,TR,1500,1620,201710,DMC,302,15
10284,JMC364,MWF,1000,1050,201710,DMC,320,20
10601,ART317,MW,1500,1750,201710,DMC,209,18
10791,NUTR325,TR,0930,1050,201710,GIB,132,20
11493,OCCT711,M,0800,0900,201710,B08,,25
11556,FLEN047,MTWRF,0800,0850,201710,ADM,319,20
10642,CHEM131,T,1330,1720,201710,OSC,117,29
10645,CHEM131,W,1300,1650,201710,OSC,117,29
10471,ENGL003,MWF,0800,0850,201710,ADM,327,18
10091,MPIM421,F,1400,1450,201710,WPA,228,5
10499,ENGL111,MWF,0900,0950,201710,MBB,116,25
10511,ENGL111,TR,1200,1320,201710,ADM,318,25
10516,ENGL111,MWF,0800,0850,201710,ADM,219,25
11160,BCOR310,TR,1200,1320,201710,BSB,120,60
10135,MPVN411,,0000,0001,201710,WPA,225,1
10663,CHEM333,TR,0800,0920,201710,OSC,157,12
11031,BIOL114,M,1400,1550,201710,OSC,415,24
11036,BIOL114,T,1530,1720,201710,OSC,427,24
10984,HON403,M,1800,2050,201710,OSC,485,15
11130,MATH334,MW,1500,1620,201710,OSC,239,15
10343,MATH377,TR,0800,0920,201710,OSC,241,32
11539,GRAD695,,0000,0001,201710,,,5
11046,BIOL293,M,1200,1415,201710,OSC,455,16
11050,BIOL293,T,1200,1415,201710,OSC,451,16
10348,MATW019,MWF,0800,0850,201710,OSC,250,23
10232,HIST118,MWF,1300,1350,201710,ADM,321,30
10464,BLAW363,MWF,1000,1050,201710,MBB,301,75
11306,MATW120,MW,1300,1350,201710,OSC,241,32
11307,MATW120,MW,1500,1550,201710,OSC,241,32
11418,MFTO641,MTWRF,,,201710,,,20
10092,MPIM221,F,1400,1450,201710,WPA,130,5
10096,MPIM221,F,1400,1450,201710,WPA,246,5
10287,BIBM602,M,0800,1200,201710,,,20
11387,EDUC668,,0000,0001,201710,,,1
11077,BIOL351,TR,0800,0920,201710,OSC,457,30
11078,BIOL353,TR,0800,0920,201710,OSC,458,64
11081,BIOL354,TR,1630,1750,201710,OSC,475,16
10725,EDUC476,M,1800,2050,201710,EDB,122,25
11369,BGRK221,MTWR,1600,1650,201710,BSB,127,15
10382,BGRK331,MW,1500,1620,201710,BSB,219,24
11367,BGRK331,,0000,0001,201710,,,2
11199,PHYS472,MWF,0800,0850,201710,OSC,350,30
11583,PHYS497,,0000,0001,201710,,,1
10187,BIBM403,,0000,0001,201710,SAOXFO,,25
10147,MPVM421,W,1500,1550,201710,WPA,220,5
10910,CS315,TR,1500,1620,201710,MBB,318,25
11570,BIBD699,,0000,0001,201710,,,5
11261,FREN111,MW,1200,1250,201710,ADM,120,40
10584,FREN386,TR,1500,1620,201710,ADM,316,20
11523,BUSA088,MTWRF,,,201710,,,15
10756,FAM455,TR,1330,1450,201710,BSB,115,45
11589,LEAD714,MTWRF,,,201710,,,15
11485,LEAD724,MTWRF,,,201710,,,20
11486,LEAD724,MTWRF,,,201710,,,20
11490,LEAD724,MTWRF,,,201710,,,20
10868,ACCT405,TR,0930,1050,201710,MBB,115,50
10861,ACCT499,T,0700,0750,201710,MBB,103,0
10693,COMM343,MWF,1000,1050,201710,SHB,216,22
10954,COMM450,R,1800,2050,201710,SHB,208,25
11472,COMM697,MTWRF,,,201710,,,20
11214,CORE110,MWF,1000,1050,201710,DMC,141,30
11220,CORE110,MWF,1000,1050,201710,OSC,157,30
11226,CORE110,MWF,1000,1050,201710,ADM,310,30
11229,CORE110,MWF,1000,1050,201710,BSB,113,30
11232,CORE110,MWF,1300,1350,201710,BSB,117,30
11252,CORE110,MWF,1300,1350,201710,ZEL,101,25
10845,ACCT210,MWF,0900,0950,201710,MBB,117,53
10846,ACCT210,MWF,1000,1050,201710,MBB,117,53
11095,AENV110,W,1330,1520,201710,ADM,327,18
11105,ANSC111,MWF,0900,0950,201710,ADM,128,35
11111,ANSC360,M,1500,1650,201710,RHD,,6
10597,ART213,TR,1330,1620,201710,DMC,227,6
10615,ART455,MWF,0900,1050,201710,DMC,224,23
10304,BIBD642,F,0800,1700,201710,BSB,250,25
10306,BIBH651,T,0800,1050,201710,BSB,128,20
10432,BIBL101,TR,1330,1450,201710,BSB,219,25
10437,BIBL101,MWF,1300,1350,201710,BSB,112,40
10440,BIBL101,TR,0800,0920,201710,BSB,129,72
10442,BIBL101,MWF,1000,1050,201710,BSB,130,30
10446,BIBL101,MWF,0900,0950,201710,BSB,129,44
10416,BIBL103,MWF,0800,0850,201710,BSB,120,32
10421,BIBL211,TR,0930,1050,201710,BSB,104,25
10401,BIBL458,TR,0930,1050,201710,BSB,250,30
11580,BIBL699,,0000,0001,201710,,,1
11044,BIOL291,MWF,1000,1050,201710,OSC,458,46
11076,BIOL312,MWF,1200,1250,201710,OSC,458,40
11082,BIOL355,MWF,0800,0850,201710,OSC,451,16
11092,BIOL495,R,1330,1620,201710,OSC,381,12
11131,BMFT639,R,0800,1050,201710,BSB,128,25
10901,BUSA440,TR,1500,1620,201710,MBB,216,40
11519,BUSA550,MTWRF,,,201710,,,20
11495,BUSA656,MTWRF,,,201710,,,20
10656,CHEM221,M,1400,1750,201710,OSC,258,20
10661,CHEM223,MWF,0900,0950,201710,OSC,117,45
10677,CHEM463,R,1330,1720,201710,OSC,157,12
10944,COMP693,W,1300,1350,201710,,,8
10945,COMP694,M,1630,1720,201710,DMC,117,24
11501,CONR601,MTWRF,,,201710,,,20
11484,CONR612,MTWRF,,,201710,,,20
10859,CS120,MWF,1300,1350,201710,MBB,318,40
10715,EDUC221,TR,1200,1320,201710,EDB,112,20
10726,EDUC490,MTWRF,0730,1600,201710,,,90
10474,ENGL004,MWF,1200,1250,201710,ADM,327,18
11431,ENGL004,MWF,1000,1050,201710,ADM,219,18
10477,ENGL006,MWF,0900,0950,201710,ADM,318,18
10475,ENGL106,MWF,0800,0850,201710,ADM,316,18
10490,ENGL106,MWF,1200,1250,201710,ADM,330,18
10519,ENGL112,MWF,0900,0950,201710,MBB,316,25
10524,ENGL112,TR,0800,0920,201710,ADM,318,25
11429,ENGL221,MWF,1300,1350,201710,BRT,100,25
10534,ENGL231,TR,1200,1320,201710,ADM,321,25
10836,KINE420,,0000,0001,201710,,,5
11067,SOCW781,R,2000,2050,201710,,,5
10566,ENGL625,TR,0930,1050,201710,LIB,244,10
11150,ENGR116,T,0800,1050,201710,BEN,212,20
11151,ENGR116,W,1400,1650,201710,BEN,210,20
10750,FAM452,TR,0930,1050,201710,BSB,112,44
10993,HON417,,0900,1700,201710,,,15
10844,IT220,MWF,1300,1350,201710,MBB,216,40
10911,IT310,TR,0800,0920,201710,MBB,314,29
10247,JMC102,T,1800,2050,201710,DMC,307,15
10256,JMC223,TR,0800,0920,201710,DMC,307,15
10392,JMC495,W,1630,1720,201710,DMC,320,30
10762,KINE206,MWF,0900,0950,201710,MRW,140,24
10775,KINE333,TR,0930,1050,201710,GIB,130,24
10781,KINE399,TR,1200,1320,201710,GIB,136,24
10841,MACC617,M,1500,1750,201710,MBB,215,50
11128,MATH120,TR,1500,1620,201710,MBB,117,45
10820,PEAC228,MW,1500,1620,201710,MRW,146A,24
10335,MATH187,W,1500,1650,201710,OSC,250,20
10375,MATH410,TR,1500,1620,201710,OSC,239,24
10899,MGMT373,TR,0930,1050,201710,MBB,216,40
10904,MGMT447,TR,1330,1450,201710,MBB,217,40
10857,MKTG341,MWF,0800,0850,201710,MBB,318,27
10046,MPEI406,,0000,0001,201710,WPA,246,5
10080,MPIN211,,0000,0001,201710,WPA,136,25
10145,MPVM221,W,1500,1550,201710,WPA,220,5
10154,MPVM231,W,1500,1550,201710,WPA,224,5
10003,MUSE211,TR,1400,1450,201710,WPA,157,10
10020,MUST211,TR,0830,0920,201710,WPA,213,25
11475,NURS701,MTWRF,,,201710,,,15
11200,PHYS371,TR,1330,1450,201710,BEN,219,30
10367,POLS395,TR,1330,1450,201710,ADM,330,45
10957,PSYC370,TR,0930,1050,201710,MCK,15,30
10185,SOCI480,MWF,1400,1450,201710,SHB,216,20
11014,SOCW381,M,1130,1250,201710,ADM,100,25
11074,SOCW400,,0000,0001,201710,,,5
11061,SOCW745,F,0900,1150,201710,ADM,102,15
10572,SPAN111,MWF,1400,1450,201710,ADM,100,20
11162,SPAN111,,0000,0001,201710,,,80
11345,SPAN471,,,,201710,,,0
10197,THEA137,MW,1300,1450,201710,SWL,110,10
10202,THEA137,WF,1500,1650,201710,SWL,120,10
10206,THEA137,TR,1500,1650,201710,SWL,120,10
10369,POLS499,,0000,0001,201710,,,10
10219,THEA411,,0000,0001,201710,WPA,135,18
10929,COMP471,TR,0930,1050,201710,DMC,117,30
11318,NURS350,,0000,0001,201710,,,0
11452,NURS352,M,0800,1050,201710,,,55
10211,THEA221,TR,1200,1320,201710,WPA,258,14
10031,MPEI306,TR,1500,1620,201710,WPA,157,15
11193,ENGR342,MWF,1300,1350,201710,BEN,219,40
11117,ENVR345,MW,1300,1350,201710,ADM,120,18
10843,MGMT331,MWF,1000,1050,201710,MBB,216,40
10946,HIST458,T,1800,2050,201710,ADM,329,18
10243,HIST480,TR,0930,1050,201710,ADM,329,18
11335,CMUS4M1,,,,201710,,,1
10684,COMM211,MWF,0900,0950,201710,SHB,215,20
10687,COMM211,MWF,1400,1450,201710,SHB,208,20
10391,JMC450,MW,1500,1620,201710,DMC,320,15
10267,JMC347,TR,0930,1050,201710,DMC,320,30
10268,JMC351,TR,0930,1050,201710,DMC,302,15
10004,MUSE338,MW,1000,1050,201710,WPA,157,10
10413,BMIS270,TR,1200,1320,201710,BSB,249,30
10709,EACH451,MWF,0800,0950,201710,EDB,124,20
11558,CONR605,MTWRF,,,201710,,,15
10632,OCCT603,M,1330,1530,201710,ADM,317,26
10643,CHEM131,T,1330,1720,201710,OSC,117,29
10644,CHEM131,W,1300,1650,201710,OSC,117,29
10095,MPIM421,F,1400,1450,201710,WPA,246,5
10648,CHEM133,TR,0800,0920,201710,OSC,117,40
10652,CHEM133,TR,0930,1050,201710,OSC,175,20
10504,ENGL111,MWF,1000,1050,201710,ADM,331,25
10510,ENGL111,TR,1200,1320,201710,ADM,310,25
11159,BCOR310,TR,1330,1450,201710,BSB,114,60
10030,MPEI315,TR,1630,1800,201710,WPA,157,15
11034,BIOL114,M,1800,1950,201710,OSC,427,24
11035,BIOL114,T,1330,1520,201710,OSC,427,24
11402,BIOL114,M,1200,1350,201710,OSC,427,24
10990,HON406,,0800,1700,201710,MBB,316,15
11445,HON409,,0000,0001,201710,SAOXFO,,15
10981,HON411,R,1800,2050,201710,,,14
11341,MATH361,MWF,0900,0950,201710,OSC,239,22
11540,GRAD695,,0000,0001,201710,,,5
11547,FLEN021,MTWRF,1300,1350,201710,ADM,319,20
11049,BIOL293,M,1430,1645,201710,OSC,451,16
10231,HIST117,TR,1500,1620,201710,ADM,321,30
11420,MFTO639,MTWRF,,,201710,,,20
11407,MFTO643,MTWRF,,,201710,,,25
11409,MFTO643,MTWRF,,,201710,,,20
10318,BIBM604,T,1500,1750,201710,BSB,128,15
11326,BIBM604,,0000,0001,201710,,,15
10116,MPEV301,MTWR,1700,1800,201710,WPA,145,50
10540,ENGL263,,0000,0001,201710,,,25
10617,DSGN201,MWF,1300,1450,201710,DMC,209,20
10594,ART111,MW,1400,1650,201710,DMC,227,20
11088,BIOL491,MWF,0900,0950,201710,OSC,451,16
11187,PHYS111,R,1300,1450,201710,LIB,231,30
11512,MGMT636,MTWRF,,,201710,,,20
10260,JMC302,W,1400,1450,201710,DMC,320,20
11190,PHYS497,TR,0930,1020,201710,BEN,119,12
10588,ART101,MWF,0800,0850,201710,LIB,272,35
10001,MUSC217,TR,0930,1050,201710,WPA,214,20
10556,ENGL483,MWF,1200,1250,201710,ADM,329,25
10275,BIBM706,MTWR,0800,1700,201710,BSB,249,20
10878,CS230,TR,0930,1050,201710,MBB,215,40
10851,CS332,MWF,0900,0950,201710,MBB,314,29
11129,CS341,MWF,1300,1350,201710,OSC,239,12
11310,CORE210,MWF,1300,1350,201710,BSB,121,30
10402,BIBH380,MWF,1000,1050,201710,BSB,249,25
11509,HIED621,MTWRF,,,201710,,,20
10345,MATH185,MWF,0900,0950,201710,MBB,217,40
10293,BMIS646,MTWRF,0800,1700,201710,BSB,250,15
11520,BUSA088,MTWRF,,,201710,,,15
10400,BIBT379,TR,0930,1050,201710,BSB,219,25
11024,BIOL101,TR,1330,1450,201710,OSC,458,50
10854,MKTG432,MWF,1000,1050,201710,MBB,317,12
10879,MKTG440,TR,1200,1320,201710,MBB,215,12
11406,MFTO662,MTWRF,,,201710,,,20
11410,MFTO663,MTWRF,,,201710,,,20
11461,LEAD711,MTWRF,,,201710,,,15
11277,LEAD714,MTWRF,,,201710,,,20
11481,LEAD744,MTWRF,,,201710,,,20
11483,LEAD744,MTWRF,,,201710,,,20
10884,MACC604,W,1500,1750,201710,MBB,218,50
10734,SPED374,TR,1330,1450,201710,EDB,112,10
10784,KINE480,MWF,1300,1350,201710,GIB,136,36
10696,COMM392,MWF,1400,1450,201710,SHB,215,25
10702,COMM585,TR,1330,1450,201710,SHB,217,5
10705,COMM675,MR,1800,2050,201710,SHB,217,20
11513,COMM697,MTWRF,,,201710,,,20
11163,COMP140,TR,1630,1750,201710,DMC,141,40
11219,CORE110,MWF,1000,1050,201710,MRW,260A,30
11238,CORE110,MWF,1300,1350,201710,MBB,115,30
11243,CORE110,MWF,1300,1350,201710,EDB,112,30
10461,FIN411,MWF,1300,1350,201710,MBB,218,40
10462,ACCT311,MWF,0900,0950,201710,MBB,118,58
11107,ANSC111,W,1400,1650,201710,ADM,128,35
10598,ART221,TR,1200,1320,201710,SHB,217,41
11575,BHEB600,,0000,0001,201710,,,1
10438,BIBL101,MWF,0900,0950,201710,BSB,117,70
10439,BIBL101,TR,1330,1450,201710,BSB,117,60
10444,BIBL101,TR,1200,1320,201710,BSB,117,80
10445,BIBL101,TR,1330,1450,201710,BSB,129,70
11351,BIBL101,MWF,0900,0950,201710,BSB,129,13
10418,BIBL103,MW,1500,1620,201710,BSB,249,30
10422,BIBL211,MWF,0900,0950,201710,BSB,114,135
10387,BIBL359,TR,0800,0920,201710,BSB,115,25
10396,BIBL460,MWF,0800,0850,201710,BSB,219,25
11028,BIOL112,MWF,0800,0850,201710,OSC,417,14
11139,BMFT603,,0000,0001,201710,,,8
11327,BMIS621,,0000,0001,201710,,,15
10466,BUSA120,MWF,1000,1050,201710,MBB,201,65
10657,CHEM221,T,1330,1720,201710,OSC,258,20
10931,COMP494,M,1130,1220,201710,DMC,117,30
11502,CONR601,MTWRF,,,201710,,,20
10860,CS120,MWF,1400,1450,201710,MBB,318,40
10909,DET210,TR,1330,1450,201710,MBB,301,30
10623,DSGN461,F,1300,1550,201710,DMC,201,15
10470,ECON260,MWF,1000,1050,201710,MBB,215,52
10714,EDUC221,MWF,1000,1050,201710,EDB,112,20
10472,ENGL004,MWF,0800,0850,201710,ADM,327,18
10482,ENGL106,MWF,1200,1250,201710,ADM,219,18
11372,ENGL106,MWF,0800,0850,201710,ADM,127,0
11517,ENGL112,MWF,0900,0950,201710,BSB,112,25
10526,ENGL221,TR,0930,1050,201710,ZEL,101,25
10544,ENGL322,M,1800,2050,201710,ADM,327,15
10545,ENGL323,T,1830,2120,201710,ADM,327,15
11362,ENGL325,,,,201710,,,1
11119,ENVR410,MWF,1000,1050,201710,ADM,127,10
10452,FIN310,MWF,0900,0950,201710,MBB,115,56
10460,FIN416,MWF,1000,1050,201710,MBB,218,40
11550,FLEN033,MTWRF,1400,1450,201710,ADM,319,20
10585,GER111,MWF,0900,0950,201710,BRT,100,20
10586,GER221,MWF,1000,1050,201710,BRT,100,20
11270,HIST221,MWF,0800,0950,201710,ADM,322,0
10876,IS324,TR,0930,1050,201710,MBB,201,48
10855,IS432,MWF,1000,1050,201710,MBB,317,8
10246,JMC102,MWF,0800,0850,201710,DMC,307,15
10262,JMC321,F,1200,1250,201710,DMC,210,20
10264,JMC321,M,1700,1850,201710,DMC,108A,20
10766,KINE241,MWF,1000,1050,201710,MRW,146A,16
10769,KINE302,M,1800,1950,201710,MRW,260A,50
10776,KINE360,TR,0800,0920,201710,GIB,130,24
10777,KINE365,T,1800,2050,201710,GIB,135,14
10779,KINE373,M,1500,1700,201710,GIB,131,12
10881,MACC619,T,1500,1750,201710,MBB,215,50
10329,MATH123,MWF,1200,1250,201710,MBB,201,80
10330,MATH124,MWF,0800,0850,201710,ADM,100,40
11137,BMFT634,R,0800,1050,201710,BSB,,25
11566,MATW040,TR,0930,1050,201710,OSC,250,0
11004,MGMT430,T,1500,1750,201710,MBB,116,30
10121,MPEV312,TR,1500,1650,201710,WPA,145,20
10058,MPIN211,,0000,0001,201710,WPA,228,5
10149,MPVM221,W,1500,1550,201710,WPA,131,5
10148,MPVM431,W,1500,1550,201710,WPA,220,5
10156,MPVM431,W,1500,1550,201710,WPA,224,5
10011,MUPC113,TR,1330,1420,201710,WPA,215,15
10169,MUPM221,F,1500,1700,201710,WPA,217,5
10017,MUST131,MWF,0800,0850,201710,WPA,215,30
10021,MUST231,MWF,0800,0850,201710,WPA,213,20
11317,NURS330,,0000,0001,201710,,,0
11577,NURS701,MTWRF,,,201710,,,10
10787,NUTR120,,0000,0001,201710,,,21
10800,PEAC101,MW,1400,1520,201710,MRW,140,22
10803,PEAC206,MWF,1000,1050,201710,MRW,140,24
11181,PHYS362,MWF,0900,0950,201710,OSC,327,18
10365,POLS221,TR,0930,1050,201710,ADM,330,45
10959,PSYC374,M,1800,2050,201710,MCK,15,30
10970,PSYC612,M,1200,1450,201710,MCK,27,16
10181,SOCI368,MWF,1000,1050,201710,ADM,103,20
11070,SOCW799,,0000,0001,201710,,,6
10571,SPAN111,MWF,1300,1350,201710,ADM,100,20
11260,SPAN112,,0000,0001,201710,,,20
10379,SPAN221,,0000,0001,201710,SAMONT,,0
10207,THEA137,TR,1500,1650,201710,SWL,120,10
10629,THEA350,MWF,1000,1050,201710,WPA,169,14
10892,PSYC241,MW,1300,1420,201710,MBB,118,50
11000,IT440,TR,1500,1620,201710,MBB,316,30
10869,ACCT304,TR,1330,1450,201710,MBB,115,50
10938,COMP620,T,1330,1620,201710,DMC,117,8
10942,COMP661,M,1730,2020,201710,DMC,117,24
11321,NURS450,,0000,0001,201710,,,50
11393,ECON261,MWF,1400,1450,201710,MBB,115,50
10210,THEA220,MWF,1000,1050,201710,WPA,193,22
11257,ENGR222,TR,0930,1050,201710,OSC,327,20
11201,ENGR388,MWF,1000,1050,201710,BEN,219,30
10682,COMM211,TR,1500,1620,201710,SHB,208,20
11274,COMM211,MWF,0800,0950,201710,SHB,,20
11567,COMM211,TR,0800,0920,201710,SHB,216,20
10250,JMC201,MWF,1400,1450,201710,DMC,302,15
10720,EDUC370,MW,1300,1450,201710,EDB,124,20
11213,GERO552,T,1500,1750,201710,ADM,103,10
10008,MUSM132,MWF,0900,0950,201710,WPA,213,25
10708,EACH363,TR,1200,1320,201710,EDB,124,20
10790,NUTR322,TR,0930,1050,201710,MRW,260B,20
10640,OCCT695,,0000,0001,201710,,,26
10641,OCCT735,,0000,0001,201710,,,26
11563,OCCT795,,0000,0001,201710,,,1
11555,FLEN041,MTWRF,1000,1050,201710,DMC,201,20
10180,SOCI111,R,1500,1750,201710,ADM,103,40
10646,CHEM131,R,1330,1720,201710,OSC,117,29
10389,BIBL365,TR,0800,0920,201710,BSB,219,25
10087,MPIM421,F,1400,1450,201710,WPA,219,5
10651,CHEM133,TR,0800,0920,201710,OSC,175,38
10503,ENGL111,MWF,1200,1250,201710,ADM,331,25
10505,ENGL111,MWF,1200,1250,201710,ADM,318,25
10512,ENGL111,TR,1330,1450,201710,MBB,116,25
10517,ENGL111,TR,0930,1050,201710,ADM,100,25
10664,CHEM333,M,1400,1750,201710,OSC,175,12
10174,MUSR311,,0000,0001,201710,WPA,111,20
10986,HON404,,0900,1700,201710,,,15
11553,FLEN029,MTWRF,1000,1050,201710,ADM,319,20
11366,MATW019,TR,1200,1320,201710,OSC,250,0
10746,HIST131,MWF,0900,0950,201710,ADM,321,30
10885,BLAW461,MWF,0800,0850,201710,MBB,201,80
10587,CHEM101,MWF,0800,0850,201710,OSC,258,34
10094,MPIM221,F,1400,1450,201710,WPA,246,5
10103,MPIM221,F,1400,1450,201710,WPA,150,5
10286,BIBM603,TWRF,0800,1700,201710,,,20
10289,BIBM603,TWRF,0800,1700,201710,,,20
11303,ENGL262,TR,0930,1050,201710,ADM,318,24
10541,ENGL263,TR,1330,1450,201710,ADM,103,50
10493,ENGL007,MWF,1000,1050,201710,MBB,116,18
10619,DSGN221,MW,1600,1720,201710,DMC,201,20
10595,ART111,TR,0800,1050,201710,DMC,227,20
11089,BIOL492,MWF,0900,0950,201710,OSC,417,35
10296,BGRK611,,0000,0001,201710,,,12
11510,MGMT636,MTWRF,,,201710,,,20
11511,MGMT636,MTWRF,,,201710,,,20
10735,READ460,TR,0800,0920,201710,EDB,110,12
10259,JMC261,TR,1330,1450,201710,DMC,141,9
11356,JMC261,TR,1330,1450,201710,DMC,141,9
10261,JMC303,,,,201710,DMC,320,15
11156,POLC205,MW,1330,1450,201710,BSB,114,80
11041,BIOL223,W,1400,1650,201710,OSC,427,20
10301,BHEB681,T,0800,1050,201710,BSB,126,15
11469,HIED611,MTWRF,,,201710,,,20
11470,HIED611,MTWRF,,,201710,,,20
11507,HIED621,MTWRF,,,201710,,,20
11370,BIOL101,MWF,1300,1350,201710,OSC,458,50
11385,FAM251,TR,0800,0920,201710,BSB,120,45
10810,PEAC214,TR,0930,1050,201710,MRW,240,40
10190,PEAC216,,0000,0001,201710,SAOXFO,,36
10950,PEAC216,MW,1300,1420,201710,MRW,140,40
10818,PEAC227,MW,0630,0750,201710,GIB,130,24
10753,FAM470,M,1800,2050,201710,BSB,115,35
11288,LEAD711,MTWRF,,,201710,,,20
11283,LEAD714,MTWRF,,,201710,,,15
11480,LEAD744,MTWRF,,,201710,,,20
11497,LEAD784,MTWRF,,,201710,,,15
11498,LEAD784,MTWRF,,,201710,,,15
10733,SPED371,MWF,0900,0950,201710,EDB,110,18
11280,LEAD701,MTWRF,,,201710,,,20
10692,COMM331,MWF,0900,0950,201710,SHB,217,25
10694,COMM345,TR,1500,1620,201710,SHB,216,30
10697,COMM408,TR,1330,1450,201710,SHB,216,10
10707,COMM508,TR,1330,1450,201710,SHB,216,12
11395,COMM699,,0000,0001,201710,,,5
11216,CORE110,MWF,1000,1050,201710,BSB,112,30
11223,CORE110,MWF,1000,1050,201710,MCG,54,30
11228,CORE110,MWF,1000,1050,201710,SHB,208,30
11233,CORE110,MWF,1300,1350,201710,BSB,115,30
11234,CORE110,MWF,1300,1350,201710,BSB,103,30
11236,CORE110,MWF,1300,1350,201710,ADM,302,30
11245,CORE110,MWF,1300,1350,201710,BSB,219,30
11250,CORE110,MWF,1000,1050,201710,SHB,217,25
10915,FIN412,TR,0930,1050,201710,MBB,315,25
